name,about,category_name
"DarkViolet Cargo Pants","Architecto praesentium blanditiis dolor iste non vitae et sit nisi reiciendis eligendi distinctio. It is perfect for sports enthusiasts.",pants
"Schoen, Wintheiser and Cummerata Max","Quam quam enim architecto accusantium consequatur quisquam libero cumque quidem voluptatem. It is perfect for tech lovers.",phone
"LightGoldenRodYellow Cargo Pants","Esse cum facilis minus quia consectetur in dicta et ab est nostrum minima quas inventore neque. It is perfect for daily use.",pants
"Langosh, Ortiz and O'Conner Smart TV","Culpa suscipit dicta quia exercitationem similique velit occaecati reiciendis qui quasi inventore laborum iste quisquam iusto placeat. It is perfect for professional needs.",tv
"Beier Inc QLED","Reiciendis repudiandae enim eius hic officiis reiciendis sint et laboriosam error corporis minima. It is perfect for daily use.",tv
"Pink Sport Tee","Facere sunt rerum vero aut nemo qui omnis quia fugiat ipsam consequuntur qui fugiat nobis sed labore facilis expedita est. It is perfect for sports enthusiasts.",T-shirt
"Pacocha, Stamm and Wehner Sandals","Numquam sit consequuntur molestiae ut architecto sit laudantium ut odit eum est ipsa et id recusandae aut voluptatem et non omnis. It is perfect for professional needs.",shoes
"Gray Polo Shirt","Suscipit facilis sint fuga odio tempore minus eligendi laboriosam ipsum. It is perfect for professional needs.",T-shirt
"BlueViolet Polo Shirt","Et deserunt est dolor quo occaecati nihil rem deleniti exercitationem a repellat ut saepe repellat incidunt. It is perfect for casual wear.",T-shirt
"Bins-Kub Sandals","Occaecati neque et molestiae facilis aspernatur molestias mollitia maiores libero nemo sit odio sunt iste iusto libero cupiditate. It is perfect for daily use.",shoes
"Batz Inc Sandals","Pariatur aut exercitationem quasi ducimus voluptatem alias praesentium ut possimus aut quisquam aperiam. It is perfect for sports enthusiasts.",shoes
"Wiza-Bradtke HDR","Incidunt possimus rem doloribus vitae pariatur perferendis animi neque illum. It is perfect for daily use.",tv
"Lynch Ltd Gaming Laptop","Quo iste sit sed magni quo corrupti quaerat architecto a autem deleniti sint. It is perfect for professional needs.",laptop
"Thistle Cargo Pants","Perspiciatis unde repellat tempora iure consequatur sequi culpa voluptas omnis eum suscipit aut consectetur. It is perfect for sports enthusiasts.",pants
"Senger Ltd Ultra HD","Iusto dolorem possimus nisi commodi sapiente eligendi expedita quia ut cupiditate rerum unde dicta pariatur. It is perfect for tech lovers.",tv
"Ratke and Sons Ultra","Sed occaecati itaque a magni magni quia est tempora a. It is perfect for tech lovers.",phone
"Kunze, Kling and Tremblay Ultrabook","Quas ex consequatur natus in dolores ut odit voluptatem omnis voluptatibus non minus non consequatur. It is perfect for sports enthusiasts.",laptop
"PeachPuff Chinos","Voluptatem odit sint accusantium voluptatum qui voluptatem praesentium aliquam officiis odio dolorem cupiditate. It is perfect for sports enthusiasts.",pants
"Williamson Group 4K OLED","Omnis repellat neque et eum impedit inventore eos esse ducimus maiores rem qui quam et cupiditate molestiae explicabo ea consequatur eos. It is perfect for sports enthusiasts.",tv
"LightGoldenRodYellow Sport Tee","Sed et sed hic et sint eum eos excepturi dolorem distinctio et in ducimus est est vel veritatis illo dolor fuga. It is perfect for tech lovers.",T-shirt
"Aquamarine Polo Shirt","Qui voluptatibus animi nisi consequatur unde quo perspiciatis ut qui qui tenetur. It is perfect for professional needs.",T-shirt
"MediumVioletRed V-neck","Exercitationem quidem incidunt repudiandae explicabo exercitationem ad non voluptas error. It is perfect for sports enthusiasts.",T-shirt
"White Cotton Tee","Fugit odio amet id accusantium accusantium fugit perspiciatis magnam voluptatem aut illum modi id ducimus et praesentium architecto pariatur et minima. It is perfect for casual wear.",T-shirt
"Moccasin V-neck","Eveniet amet et itaque est adipisci maxime non modi nulla qui maxime et. It is perfect for professional needs.",T-shirt
"Wolf-Borer Boots","Voluptatibus dolorem dolorem aspernatur aut labore et nulla enim iusto placeat voluptas vel voluptas. It is perfect for daily use.",shoes
"OliveDrab Cotton Tee","Sunt magni qui ipsum aliquam voluptatum eveniet molestiae nesciunt sunt laborum cum adipisci ut corrupti dolorum. It is perfect for sports enthusiasts.",T-shirt
"Willms, Koepp and Kertzmann Smart TV","Natus libero modi alias et maiores voluptate nihil rem sint sed in odit nisi velit aut nisi est cumque quia. It is perfect for tech lovers.",tv
"Romaguera-Fahey Ultrabook","Eaque recusandae dolore provident totam suscipit iste eos assumenda aut aut dolores ex nemo sequi. It is perfect for professional needs.",laptop
"Murazik and Sons Pro","Impedit consequatur nisi hic nulla et blanditiis consequuntur laboriosam aperiam. It is perfect for casual wear.",phone
"Wilkinson Inc Max","Temporibus sit voluptatem quisquam perferendis explicabo id rerum consequatur odit aut autem. It is perfect for tech lovers.",phone
"Johns and Sons Running Shoes","Ut placeat provident numquam non quia maiores voluptas a ut repudiandae omnis autem consequatur tempora aut. It is perfect for sports enthusiasts.",shoes
"GoldenRod Sport Tee","Totam voluptatem ea est excepturi earum autem eum officia explicabo ut quam et tempore eum. It is perfect for tech lovers.",T-shirt
"Borer LLC ProBook","Dolor et recusandae laboriosam illum deleniti quaerat molestias et dolor laboriosam aspernatur occaecati accusamus in rerum. It is perfect for daily use.",laptop
"Rolfson-Schinner Ultra","Veniam inventore nam maiores dolores optio voluptatem et est quis qui dignissimos. It is perfect for casual wear.",phone
"Kozey, O'Connell and Bradtke Sandals","Earum qui sed aliquam et rerum sit qui officia autem sint tenetur. It is perfect for daily use.",shoes
"Plum Sport Tee","Est voluptatibus maiores asperiores quisquam vero ex ratione ipsa ipsam sit dolores maxime quas iure rerum dolor quia illum. It is perfect for tech lovers.",T-shirt
"HoneyDew Sport Tee","Cum consectetur quis voluptas assumenda harum provident error qui perferendis. It is perfect for tech lovers.",T-shirt
"Maroon Jeans","Voluptatem ut id dolore sequi aspernatur minus culpa magni enim nisi. It is perfect for tech lovers.",pants
"Wuckert Inc Running Shoes","Quam deleniti voluptatum praesentium ad molestias beatae quas ab optio quibusdam ut quis velit. It is perfect for tech lovers.",shoes
"Bins, Pacocha and Schmitt ProBook","Ut culpa magni quos possimus similique non rerum voluptatibus quo qui atque nulla culpa molestias eligendi error molestiae omnis. It is perfect for casual wear.",laptop
"BurlyWood Cotton Tee","Quibusdam rerum sint enim dolores assumenda vel voluptatem et doloribus alias. It is perfect for sports enthusiasts.",T-shirt
"Bauch Group 4K OLED","Enim odio earum eum ut nostrum dolores minima molestias rerum quos. It is perfect for tech lovers.",tv
"Sauer Ltd Gaming Laptop","Aut et totam accusamus quibusdam voluptatem quis odio corrupti rerum voluptatem possimus. It is perfect for professional needs.",laptop
"White Chinos","Veritatis occaecati cum possimus cum repellat aperiam consectetur sit deleniti laborum qui reiciendis voluptates sunt consequuntur incidunt impedit officiis porro. It is perfect for tech lovers.",pants
"Bisque Cargo Pants","Ullam quia nihil in consequatur facere eum error aut et qui reprehenderit commodi sint officia. It is perfect for daily use.",pants
"MediumSpringGreen Chinos","Est voluptatum saepe voluptas inventore quas molestias dolorem sed laborum in quia quidem architecto sit iure quia id et vitae. It is perfect for sports enthusiasts.",pants
"Purdy, Abshire and Monahan Ultrabook","Qui recusandae impedit blanditiis mollitia est recusandae veniam nihil qui non voluptas sit reiciendis. It is perfect for sports enthusiasts.",laptop
"LightSeaGreen Cotton Tee","Impedit officiis blanditiis aperiam ullam nisi illo dicta quaerat molestiae nam ea corporis odio sit suscipit officia reprehenderit voluptatem voluptatem sequi. It is perfect for tech lovers.",T-shirt
"Medhurst Group Mini","Vitae tempore similique odio aliquid minima et nihil omnis cupiditate recusandae vel ut. It is perfect for sports enthusiasts.",phone
"Chartreuse Cotton Tee","Sequi cum quam et atque voluptas qui animi eaque nemo id quas dolore doloremque vitae facilis deleniti omnis et. It is perfect for casual wear.",T-shirt
"Conroy-Friesen Notebook","Reiciendis quia consequatur amet minima quisquam cum eum voluptatem aperiam porro qui enim error ut quas sit. It is perfect for professional needs.",laptop
"Douglas Group ProBook","Nostrum ipsa sapiente minus a eos est corrupti odit accusantium provident est dolorum aliquam in tempora. It is perfect for sports enthusiasts.",laptop
"Hartmann Inc Max","Provident sit porro corrupti ipsum soluta aut enim quam qui et odio reprehenderit et aut fugiat. It is perfect for daily use.",phone
"Shanahan-Kub X","Possimus aut illo consequatur commodi numquam qui non facere minus beatae aut sed. It is perfect for casual wear.",phone
"Reichert, Keebler and Leffler Sandals","Quibusdam sint distinctio inventore totam sit atque quibusdam quos voluptas sequi exercitationem. It is perfect for daily use.",shoes
"O'Hara LLC Ultra HD","Laudantium omnis fuga quae quasi alias molestiae in aut est laboriosam dolores aliquam dolorum ea expedita dolore repudiandae commodi quae tempora. It is perfect for tech lovers.",tv
"DarkSlateBlue Polo Shirt","Qui porro et nam consequatur itaque accusantium aliquam quo fugiat ut molestiae odit velit eos labore velit eos optio sed. It is perfect for tech lovers.",T-shirt
"Gusikowski-Blanda Ultra","Earum non est ipsum est quis amet consequatur dolor et voluptatibus est recusandae cupiditate dolore totam non est. It is perfect for sports enthusiasts.",phone
"Purple Sport Tee","Sit beatae odio tempore placeat repellat ea delectus harum ut cumque quis autem praesentium. It is perfect for casual wear.",T-shirt
"Hodkiewicz-Powlowski Notebook","Sit amet sint numquam vitae neque dolorem sed qui provident impedit ex voluptatibus et tempora. It is perfect for tech lovers.",laptop
"Corkery PLC Ultra HD","Fuga possimus voluptas accusamus similique quos cumque non quod libero consectetur autem voluptas itaque illum. It is perfect for tech lovers.",tv
"Bechtelar, Williamson and Boyer Pro","Optio quaerat assumenda quisquam aut quas iste non enim aut tempora dignissimos quis quia et rerum voluptas maiores quia. It is perfect for casual wear.",phone
"Mohr, Lindgren and McCullough Ultrabook","Illum id voluptatibus esse unde inventore et at exercitationem tempora ut eum atque quia. It is perfect for sports enthusiasts.",laptop
"Zieme-Hilpert Pro","Saepe velit sunt adipisci eius voluptatem et minima animi explicabo at consequatur mollitia rerum quo nostrum tenetur. It is perfect for professional needs.",phone
"Buckridge-Reynolds Sandals","Eum hic velit tempore corrupti aut nulla iusto laboriosam et qui ut aut debitis. It is perfect for casual wear.",shoes
"MediumBlue Jeans","Illo eveniet et quae iste odit est quibusdam iusto et iste vitae et. It is perfect for daily use.",pants
"Kuhic, Abernathy and O'Connell Sandals","Sint est exercitationem similique ab nemo ut dicta assumenda doloremque ullam odit asperiores molestias distinctio sit consequatur similique. It is perfect for professional needs.",shoes
"Kihn-Turcotte Ultra HD","Quia voluptatem aut harum et magni quod officia qui rerum consequatur assumenda quis quis rerum et ab et qui modi cumque. It is perfect for daily use.",tv
"Baumbach-Runolfsdottir Boots","Quia nisi aliquid impedit est nulla nisi non totam aspernatur enim maiores. It is perfect for sports enthusiasts.",shoes
"Plum Joggers","Inventore magnam occaecati et maxime maiores ut voluptatem cupiditate iusto vitae et dolorem at. It is perfect for daily use.",pants
"Weber-Raynor Mini","Vitae incidunt nulla placeat exercitationem quas fugiat cum omnis dolor facere nihil. It is perfect for casual wear.",phone
"Brakus Inc Sneakers","Voluptas non delectus quaerat quod et autem quo quos beatae nesciunt nulla nisi voluptates consequuntur odio esse et. It is perfect for professional needs.",shoes
"Lockman-Steuber QLED","Quas fugiat aut pariatur repellendus et ullam cupiditate optio ut at totam ea eos possimus voluptatem ut vitae repudiandae. It is perfect for daily use.",tv
"Gainsboro V-neck","Officiis est dicta praesentium earum qui eos aut et earum aut repellat et nulla rem sed. It is perfect for sports enthusiasts.",T-shirt
"Johnston-Pfannerstill QLED","Totam repellendus aut autem voluptas labore sed illum ut magni modi tempora consequuntur voluptates architecto delectus ipsum veritatis molestiae sed. It is perfect for daily use.",tv
"Price, Weimann and Lindgren Ultra HD","Fugiat quasi temporibus magnam voluptas ab est voluptatum reiciendis dolore quod. It is perfect for casual wear.",tv
"Auer-Harris ProBook","Repellat exercitationem voluptatem officiis enim quis nihil earum ea eos ut earum placeat. It is perfect for sports enthusiasts.",laptop
"DarkOliveGreen Jeans","Qui quibusdam perferendis ipsa optio ratione ullam repudiandae temporibus et rerum dolor. It is perfect for casual wear.",pants
"Welch Group ProBook","Iure ipsam quae labore rerum velit at nulla veniam deleniti ut qui fugit voluptas. It is perfect for casual wear.",laptop
"Hermann and Sons Ultra","Rem dolore ut et repudiandae quod voluptatibus rerum ut distinctio fugiat rerum assumenda hic molestiae natus sint qui ullam minus vitae. It is perfect for tech lovers.",phone
"Thiel, Emmerich and Kutch X","Consequatur est molestias ut tempora ut dolores doloribus totam vel earum hic totam quia suscipit et nisi. It is perfect for professional needs.",phone
"LightYellow Sport Tee","Laborum reiciendis placeat iure sit corporis non expedita provident architecto quisquam. It is perfect for tech lovers.",T-shirt
